行号	误识	纠正为	置信度	原句
2531	型盖通道	型钙通道	high	L型盖通道
2535	型盖通道	型钙通道	high	L型盖通道
2536	型盖通道	型钙通道	high	两次L型盖通道了
2542	型盖通道	型钙通道	high	有L型盖通道
2576	动作点位	动作电位	high	产生动作点位
2579	动作点位	动作电位	high	在肌细胞表面的动作点位
2616	型改通道	型钙通道	high	横广膜上长着L型改通道
2617	型改通道	型钙通道	high	L型改通道在哪里
2620	型改通道	型钙通道	high	这些地方就长着一些L型改通道
2626	神经线位	神经纤维	high	在神经线位细胞膜上
2787	机动蛋白	肌动蛋白	high	机动蛋白
2799	基盖蛋白	肌钙蛋白	high	另外还有一个东西叫基盖蛋白
2803	基盖蛋白	肌钙蛋白	high	基盖蛋白这个词我再也忘不了了
2804	基盖蛋白	肌钙蛋白	high	五个肌细胞内部有基盖蛋白
2805	基盖蛋白	肌钙蛋白	high	适量心肌细胞内部也有基盖蛋白
3029	机动蛋白	肌动蛋白	high	和机动蛋白
3056	机动蛋白	肌动蛋白	high	机动蛋白
3065	基盖蛋白	肌钙蛋白	high	又长一分子的基盖蛋白
3068	基盖蛋白	肌钙蛋白	high	一个基盖蛋白
3086	机动蛋白	肌动蛋白	high	机动蛋白
3088	基盖蛋白	肌钙蛋白	high	基盖蛋白
3096	机动蛋白	肌动蛋白	high	和机动蛋白结合的这个水土
3149	积钙蛋白	肌钙蛋白	high	一个是钙和积钙蛋白结合
3218	机动蛋白	肌动蛋白	high	以及机动蛋白
3225	基盖蛋白	肌钙蛋白	high	散开蛋白的基盖蛋白
3237	基盖蛋白	肌钙蛋白	high	一扎基盖蛋白
3238	基盖蛋白	肌钙蛋白	high	基盖蛋白睡醒了
3263	基盖蛋白	肌钙蛋白	high	基盖蛋白切黑个盖
3265	基盖蛋白	肌钙蛋白	high	基盖蛋白往西一站
3277	基盖蛋白	肌钙蛋白	high	长了个基盖蛋白
3278	基盖蛋白	肌钙蛋白	high	基盖蛋白结合盖之后
3312	基盖蛋白	肌钙蛋白	high	叫基盖蛋白
3313	基盖蛋白	肌钙蛋白	high	基盖蛋白结合盖
3324	基盖蛋白	肌钙蛋白	high	结合习近思基盖蛋白
3342	区计化	去极化	high	在区计化的
3344	区计化	去极化	high	区计化的
3348	型盖通道	型钙通道	high	L型盖通道
3353	中板模	终板膜	high	就和中板模的N276D结合
3354	区计化	去极化	high	中板发生一个局部电位区计化
3355	区计化	去极化	high	区计化作为一个刺激器
3440	机动蛋白	肌动蛋白	high	机动蛋白
3447	基盖蛋白	肌钙蛋白	high	基盖蛋白
3693	超气量	潮气量	high	给他一个小的超气量
3717	神经线位	神经纤维	high	神经线位相似
3723	神经线位	神经纤维	high	可见神经线位
3726	峰点位	锋电位	high	所以这个峰点位是相当短的
3728	神经线位	神经纤维	high	也和神经线位相似
3729	虚极化	去极化	medium	那内内虚极化
3730	负极化	复极化	high	加外流负极化
3735	中板膜	终板膜	high	动脚点位是中板膜
3781	型改通道	型钙通道	high	神经接头前膜有L型改通道
3784	型改通道	型钙通道	high	一样有L型改通道
3785	型改通道	型钙通道	high	激活的L型改通道
3799	动作点位	动作电位	high	动作点位的时间有多长
3827	明钙通道	型钙通道	medium	明明钙通道不内流钙的原因是什么
3843	去激活	去极化	medium	再去激活心肌细胞二联管里边GSR
3877	基钙蛋白	肌钙蛋白	high	结合基钙蛋白
3928	粒子泵	离子泵	high	把钙粒子泵回到机制网内
3988	重设取	重摄取	high	还有一个叫钙的重设取
4073	解抗剂	拮抗剂	high	吃一个钙通道的解抗剂
4074	解抗剂	拮抗剂	high	CCB钙通道解抗剂
4076	解抗剂	拮抗剂	high	钙通道解抗剂
4120	收缩器	收缩期	high	停波与收缩器
4131	收缩器	收缩期	high	高盖停波在收缩器
4132	舒张器	舒张期	high	低盖停波在舒张器
4147	去激活	去极化	medium	去激活
4200	解抗剂	拮抗剂	high	解抗剂在这阻断一下
